term	Df	SumOfSqs	F	parOmegaSq	Pr(>F)	R2	test_var	ref_level	test_level	n	outcome_subset	dataset
Total_Reads_QC_ATLAS	1	0.38142324796581306	1.3102574302762775	4.922297021488621e-4	0.062	0.00206960501066505	FISK_modified	low	high	630	all	mags
FISK_modified	1	0.24161338628599083	0.7965927936242386	-7.06774199101177e-4	0.886	0.00276161199470758	FISK_modified	low	mid	288	negative	mags
kjonn	1	0.471270921547287	1.5537674700890105	0.00191911363675545	0.009	0.00538657004774302	FISK_modified	low	mid	288	negative	mags
age_invitation	2	0.6880365217544977	1.134218892845546	9.312076887538358e-4	0.145	0.00786417483104608	FISK_modified	low	mid	288	negative	mags
senter	1	0.361770420608849	1.1927472828939374	6.688137876861072e-4	0.144	0.00413499246975179	FISK_modified	low	mid	288	negative	mags
Total_Reads_QC_ATLAS	1	0.45128825772738423	1.4878851684457206	0.00169118078619089	0.012	0.00515817059960179	FISK_modified	low	mid	288	negative	mags
FISK_modified	1	0.2550315717609948	0.8550828100860096	-5.291747314928898e-4	0.761	0.00311011197426852	FISK_modified	low	high	274	negative	mags
kjonn	1	0.4398301034183021	1.4746847152861502	0.00172942985899972	0.015	0.00536373148563342	FISK_modified	low	high	274	negative	mags
age_invitation	2	0.6770004801773979	1.134940801686665	9.84000145388222e-4	0.123	0.00825602604981983	FISK_modified	low	high	274	negative	mags
senter	1	0.4999177656921887	1.6761496819719426	0.00246162501824351	0.004	0.00609650098806566	FISK_modified	low	high	274	negative	mags
Total_Reads_QC_ATLAS	1	0.4453824384831506	1.4933008663650416	0.00179713262512443	0.015	0.00543144225434765	FISK_modified	low	high	274	negative	mags
FISK_modified	1	0.2948069758277825	1.0183292007586815	5.359128208571213e-5	0.422	0.0029745792846566	FISK_modified	low	mid	342	positive	mags
kjonn	1	0.45549563243453406	1.5733837437995144	0.00167375450343898	0.008	0.00459591523805333	FISK_modified	low	mid	342	positive	mags
age_invitation	2	0.6372569992281854	1.100614069391974	5.880403757707648e-4	0.214	0.00642987318595178	FISK_modified	low	mid	342	positive	mags
senter	1	0.3143669404808378	1.085893691443087	2.510880835108682e-4	0.254	0.00317193779526248	FISK_modified	low	mid	342	positive	mags
Total_Reads_QC_ATLAS	1	0.39353378446712384	1.3593536688970689	0.00104963882261738	0.031	0.00397072504747056	FISK_modified	low	mid	342	positive	mags
FISK_modified	1	0.4238468315371051	1.4898376285056645	0.00137405776210686	0.006	0.00416629381560731	FISK_modified	low	high	356	positive	mags
kjonn	1	0.3727337269384208	1.3101731344602503	8.705143940507155e-4	0.052	0.00366386653353065	FISK_modified	low	high	356	positive	mags
age_invitation	2	0.9294898500672986	1.6335959725383955	0.00354690263658914	0.001	0.00913662088722288	FISK_modified	low	high	356	positive	mags
senter	1	0.4370218784194435	1.5361484161348873	0.0015037701464961	0.011	0.0042958007795904	FISK_modified	low	high	356	positive	mags
Total_Reads_QC_ATLAS	1	0.275786749561604	0.9694008457019122	-8.596006911097181e-5	0.527	0.00271090531680514	FISK_modified	low	high	356	positive	mags
MILK	1	0.2989240806072644	1.0225456328761482	3.4953247803186745e-5	0.394	0.00158149286479102	MILK	low	mid	645	all	mags
kjonn	1	0.4875480810597139	1.6677818665260165	0.0010342499428972	0.002	0.00257943023483453	MILK	low	mid	645	all	mags
age_invitation	2	0.7475071693676796	1.2785189303379876	8.628793863388953e-4	0.024	0.0039547742434585	MILK	low	mid	645	all	mags
senter	1	0.4782896631813003	1.6361110999899724	9.852470905107992e-4	0.003	0.00253044749050621	MILK	low	mid	645	all	mags
Total_Reads_QC_ATLAS	1	0.46933410251145347	1.605476333348537	9.378426230014012e-4	0.009	0.00248306704771688	MILK	low	mid	645	all	mags
MILK	1	0.33040726425127787	1.138866092247264	2.257475505155925e-4	0.19	0.00184457690158277	MILK	low	high	615	all	mags
kjonn	1	0.5806254658527621	2.001332073776961	0.00162553556565529	0.002	0.0032414793458301	MILK	low	high	615	all	mags
age_invitation	2	0.7943007951504057	1.3689200276690623	0.00119830227629312	0.009	0.00443437254009346	MILK	low	high	615	all	mags
senter	1	0.6027005506793159	2.077421701071973	0.00174884140064258	0.001	0.00336471874150081	MILK	low	high	615	all	mags
Total_Reads_QC_ATLAS	1	0.4024331753183219	1.3871289991278173	6.290820540193097e-4	0.027	0.00224667862949359	MILK	low	high	615	all	mags
MILK	1	0.22547467245532005	0.7552751989223245	-8.747817209297013e-4	0.941	0.00269032668990806	MILK	low	mid	280	negative	mags
kjonn	1	0.4203564940579128	1.408073160548858	0.00145528320903661	0.028	0.00501562451749111	MILK	low	mid	280	negative	mags
age_invitation	2	0.6380275859366265	1.0686043062812445	4.897907466203522e-4	0.272	0.0076128401680373	MILK	low	mid	280	negative	mags
senter	1	0.45376764618524135	1.5199908952300896	0.00185366787433091	0.014	0.00541428088687354	MILK	low	mid	280	negative	mags
Total_Reads_QC_ATLAS	1	0.544782339468	1.8248638985941887	0.00293728940928837	0.002	0.00650025323066716	MILK	low	mid	280	negative	mags
MILK	1	0.3363028441044378	1.1316235431804065	5.159044627728374e-4	0.219	0.00442376161124489	MILK	low	high	255	negative	mags
kjonn	1	0.43274817091840134	1.4561518793681212	0.00178563669738329	0.022	0.00569241319068584	MILK	low	high	255	negative	mags
age_invitation	2	0.7009517140436401	1.1793142344019445	0.00140441100797853	0.093	0.0092203897120763	MILK	low	high	255	negative	mags
senter	1	0.43690881765401457	1.470152016100282	0.00184034029960044	0.016	0.00574714275848349	MILK	low	high	255	negative	mags
Total_Reads_QC_ATLAS	1	0.38844558630405857	1.3070783622920557	0.00120278044879076	0.063	0.00510965251371994	MILK	low	high	255	negative	mags
MILK	1	0.3107272516433284	1.084097509875089	2.3035106280632736e-4	0.257	0.00297035532225171	MILK	low	mid	365	positive	mags
kjonn	1	0.3259161443843652	1.1370900964964217	3.75448291106752e-4	0.21	0.00311555149720529	MILK	low	mid	365	positive	mags
age_invitation	2	0.7432556055017727	1.2965736781434205	0.00162242471057257	0.015	0.00710505188045038	MILK	low	mid	365	positive	mags
senter	1	0.3157622348121265	1.1016640821235455	2.7845417352214e-4	0.258	0.00301848656588673	MILK	low	mid	365	positive	mags
Total_Reads_QC_ATLAS	1	0.29781322433063906	1.0390417100438736	1.0695214917555325e-4	0.36	0.0028469054170468	MILK	low	mid	365	positive	mags
MILK	1	0.27983412118140905	0.9832852277231496	-4.643207882909526e-5	0.493	0.0027280919243034	MILK	low	high	360	positive	mags
kjonn	1	0.4035755658561584	1.4180897258026564	0.0011600131561674	0.015	0.00393444243829228	MILK	low	high	360	positive	mags
age_invitation	2	0.6616008693395372	1.1623714054667251	9.012503787558288e-4	0.111	0.0064499210501468	MILK	low	high	360	positive	mags
senter	1	0.440054770711427	1.5462708893499677	0.00151512006490178	0.003	0.00429007678249062	MILK	low	high	360	positive	mags
Total_Reads_QC_ATLAS	1	0.31919753553904684	1.1216009688029118	3.376664117780763e-4	0.201	0.00311184431435759	MILK	low	high	360	positive	mags
OST	1	0.47950240723594106	1.643815197670324	0.0010208856126949	0.005	0.00259549218433257	OST	low	mid	630	all	mags
kjonn	1	0.6844739904552739	2.3464923865685576	0.0021327312384023	0.001	0.00370498013314756	OST	low	mid	630	all	mags
age_invitation	2	0.8080366819459357	1.3850430759195898	0.00122086663389075	0.008	0.00437381097778878	OST	low	mid	630	all	mags
senter	1	0.6123325950601668	2.099179504835161	0.00174169059401659	0.001	0.00331448693626416	OST	low	mid	630	all	mags
Total_Reads_QC_ATLAS	1	0.4106717505673032	1.4078520871830358	6.469654301301933e-4	0.023	0.00222291964094173	OST	low	mid	630	all	mags
OST	1	0.3930253406823283	1.3385683337193004	5.354225579051182e-4	0.032	0.00210973031814544	OST	low	high	632	all	mags
kjonn	1	0.492428873806432	1.6771175516113097	0.0010702418861483	0.005	0.0026433209695742	OST	low	high	632	all	mags
age_invitation	2	0.8017500814121945	1.365302894556449	0.00115468697488043	0.009	0.00430373382895444	OST	low	high	632	all	mags
senter	1	0.5090663673693143	1.7337816384538258	0.00115970042970316	0.002	0.00273262977731323	OST	low	high	632	all	mags
Total_Reads_QC_ATLAS	1	0.534216501156294	1.819438132301294	0.00129490038220029	0.001	0.00286763379426462	OST	low	high	632	all	mags
OST	1	0.436349373406145	1.478215623300252	0.00171724607696832	0.015	0.00527577190594796	OST	low	mid	278	negative	mags
kjonn	1	0.586733488731781	1.9876701162338988	0.00354019271110586	0.001	0.00709402200343889	OST	low	mid	278	negative	mags
age_invitation	2	0.7238200188620283	1.2260382683573088	0.00162353444203893	0.051	0.00875149491029665	OST	low	mid	278	negative	mags
senter	1	0.5035076620095964	1.7057269651243334	0.00253215810385067	0.004	0.00608776301641954	OST	low	mid	278	negative	mags
Total_Reads_QC_ATLAS	1	0.4818834232281546	1.6324707865736887	0.00226991055560838	0.009	0.00582631070686287	OST	low	mid	278	negative	mags
OST	1	0.33692666443013763	1.1178909204313945	4.238883016163904e-4	0.224	0.00401051105696217	OST	low	high	278	negative	mags
kjonn	1	0.39509478918354546	1.310887276568231	0.00111705035908023	0.049	0.00470289884372539	OST	low	high	278	negative	mags
age_invitation	2	0.6684515610493662	1.10892964216583	7.830528381321951e-4	0.183	0.00795672370177749	OST	low	high	278	negative	mags
senter	1	0.41703721366826585	1.3836901731427955	0.0013782782062561	0.029	0.00496408427457091	OST	low	high	278	negative	mags
Total_Reads_QC_ATLAS	1	0.4853488454661772	1.6103417297238034	0.00219066430174328	0.006	0.00577721242252567	OST	low	high	278	negative	mags
OST	1	0.32604987152184606	1.1325594891165305	3.764476914854207e-4	0.202	0.00321132784011411	OST	low	mid	352	positive	mags
kjonn	1	0.3887797577221477	1.35045660876803	9.946251017837024e-4	0.048	0.00382916654381291	OST	low	mid	352	positive	mags
age_invitation	2	0.7508991033609789	1.304153105338043	0.00172516131912285	0.024	0.00739574956580918	OST	low	mid	352	positive	mags
senter	1	0.4113471541421063	1.428846208619064	0.00121683061200163	0.02	0.00405143716782525	OST	low	mid	352	positive	mags
Total_Reads_QC_ATLAS	1	0.3236662614247763	1.1242798347765672	3.529430996206271e-4	0.221	0.00318785120622074	OST	low	mid	352	positive	mags
OST	1	0.34014904011721114	1.1858366614799936	5.246868797230042e-4	0.136	0.00334179557632909	OST	low	high	354	positive	mags
kjonn	1	0.35569901120800296	1.240047385690948	6.77640451616099e-4	0.072	0.00349456632818935	OST	low	high	354	positive	mags
age_invitation	2	0.8133866408958568	1.4178251074881754	0.00235503454759992	0.003	0.00799112023792365	OST	low	high	354	positive	mags
senter	1	0.3638985965095856	1.268632998798069	7.582748619999338e-4	0.071	0.00357512318608646	OST	low	high	354	positive	mags
Total_Reads_QC_ATLAS	1	0.35273619649343857	1.2297183419620807	6.485010434396079e-4	0.089	0.00346545814342657	OST	low	high	354	positive	mags
SABR_S	1	0.28891246930362513	0.9801972890132852	-2.4754001478814816e-5	0.493	0.00122123128920987	SABR_S	low	mid	800	all	mags
kjonn	1	0.6301027898952896	2.1377583596296543	0.00142017817504853	0.001	0.00266344074485022	SABR_S	low	mid	800	all	mags
age_invitation	2	0.8447682672126859	1.433028431348386	0.00108140038558938	0.001	0.0035708304405773	SABR_S	low	mid	800	all	mags
senter	1	0.6123252934184507	2.077444404008279	0.00134499405960666	0.001	0.00258829537298841	SABR_S	low	mid	800	all	mags
Total_Reads_QC_ATLAS	1	0.448641762080797	1.5221130468674535	6.522156457118204e-4	0.012	0.00189640605966205	SABR_S	low	mid	800	all	mags
SABR_S	1	0.36112404513130514	1.2348515209897135	2.960680819046176e-4	0.107	0.00155111341939091	SABR_S	low	high	793	all	mags
kjonn	1	0.6210002338364973	2.123489403784069	0.0014147540260112	0.001	0.00266734328310497	SABR_S	low	high	793	all	mags
age_invitation	2	0.9094217469900628	1.5548685315089956	0.00139746059168384	0.002	0.00390618208524251	SABR_S	low	high	793	all	mags
senter	1	0.5619835998743383	1.921684009780557	0.00116092560304626	0.001	0.00241385284362814	SABR_S	low	high	793	all	mags
Total_Reads_QC_ATLAS	1	0.4451741907216445	1.5222581656619047	6.581518795316187e-4	0.011	0.0019121287283536	SABR_S	low	high	793	all	mags
SABR_S	1	0.27112279043431897	0.8943794808260588	-2.992978219979837e-4	0.679	0.00252776499685757	SABR_S	low	mid	353	negative	mags
kjonn	1	0.473833730846934	1.563082046750401	0.00159259287901542	0.004	0.00441770430750812	SABR_S	low	mid	353	negative	mags
age_invitation	2	0.6835903653604447	1.1275134692464794	7.219343506677485e-4	0.15	0.00637333289089845	SABR_S	low	mid	353	negative	mags
senter	1	0.4781438331346237	1.577300206131971	0.00163274114541688	0.009	0.004457888777719	SABR_S	low	mid	353	negative	mags
Total_Reads_QC_ATLAS	1	0.4228464893835735	1.3948854061223583	0.00111740554951313	0.027	0.00394233385247944	SABR_S	low	mid	353	negative	mags
SABR_S	1	0.3434297481246489	1.1572766366841212	4.543502254589145e-4	0.175	0.00333651124721723	SABR_S	low	high	346	negative	mags
kjonn	1	0.4280340647312926	1.4423730778228143	0.00127690234278427	0.02	0.00415846466116185	SABR_S	low	high	346	negative	mags
age_invitation	2	0.6586906809992854	1.1098155300823735	6.343691704950733e-4	0.201	0.00639935497024452	SABR_S	low	high	346	negative	mags
senter	1	0.40301733770516535	1.358072652854581	0.0010338221659221	0.047	0.00391542051152999	SABR_S	low	high	346	negative	mags
Total_Reads_QC_ATLAS	1	0.4368421439056078	1.4720542114408588	0.00136245970115898	0.013	0.00424403749051621	SABR_S	low	high	346	negative	mags
SABR_S	1	0.33001962711531974	1.1497020358669254	3.3479176031054903e-4	0.174	0.00256694441042011	SABR_S	low	mid	447	positive	mags
kjonn	1	0.392238337241281	1.3664557432936528	8.19139965880525e-4	0.033	0.00305089129435976	SABR_S	low	mid	447	positive	mags
age_invitation	2	0.8259265028230516	1.438655921879915	0.00195882180356096	0.002	0.00642418585334207	SABR_S	low	mid	447	positive	mags
senter	1	0.4108282945905159	1.431218290897	9.637644251649956e-4	0.026	0.00319548689773244	SABR_S	low	mid	447	positive	mags
Total_Reads_QC_ATLAS	1	0.3147655755322205	1.0965609111598786	2.1597328094649716e-4	0.281	0.00244829600520325	SABR_S	low	mid	447	positive	mags
SABR_S	1	0.3333032649357506	1.1554126825878208	3.4755854045345096e-4	0.171	0.00257675655752419	SABR_S	low	high	447	positive	mags
kjonn	1	0.41696897069218153	1.4454440975134306	9.955271718362908e-4	0.018	0.00322357337160289	SABR_S	low	high	447	positive	mags
age_invitation	2	0.9134680568055984	1.5832916880899612	0.00260301285158675	0.001	0.00706199144468757	SABR_S	low	high	447	positive	mags
senter	1	0.4052642248910132	1.4048690021937271	9.049275728640812e-4	0.038	0.0031330843675329	SABR_S	low	high	447	positive	mags
Total_Reads_QC_ATLAS	1	0.343823813386507	1.191882697695914	4.290835883209173e-4	0.147	0.00265809057090226	SABR_S	low	high	447	positive	mags
Ca	1	0.35579217491667237	1.2182872737472892	3.458189950263945e-4	0.13	0.0019253933944872	Ca	low	mid	631	all	mags
kjonn	1	0.4591176573677842	1.5720896595177745	9.058184629820952e-4	0.012	0.00248454622419788	Ca	low	mid	631	all	mags
age_invitation	2	0.765822827773178	1.3111477300473715	9.852335241608955e-4	0.023	0.0041443019770947	Ca	low	mid	631	all	mags
senter	1	0.4476834325664072	1.5329371105221543	8.438785678551031e-4	0.017	0.00242266914410524	Ca	low	mid	631	all	mags
Total_Reads_QC_ATLAS	1	0.4870428405459109	1.667709793071699	0.00105705861281152	0.003	0.00263566523979625	Ca	low	mid	631	all	mags
Ca	1	0.35138683056979403	1.200837845995134	3.191951343909236e-4	0.15	0.00190058501461418	Ca	low	high	629	all	mags
kjonn	1	0.6254775955873129	2.1375222497250026	0.0018051968174563	0.001	0.00338309020637595	Ca	low	high	629	all	mags
age_invitation	2	0.9021587238229074	1.5415295116560157	0.00171891468561442	0.001	0.00487960618364923	Ca	low	high	629	all	mags
senter	1	0.5599153851953815	1.9134683676314077	0.00145014897045872	0.002	0.00302847659039657	Ca	low	high	629	all	mags
Total_Reads_QC_ATLAS	1	0.3804264394098027	1.30007850698243	4.768448586473526e-4	0.062	0.00205765477531659	Ca	low	high	629	all	mags
Ca	1	0.2509925649211482	0.839740022271908	-5.917151512363486e-4	0.816	0.00309133992426631	Ca	low	mid	271	negative	mags
kjonn	1	0.4324556128440378	1.4468567468337208	0.00164620343071603	0.024	0.00532632232304499	Ca	low	mid	271	negative	mags
age_invitation	2	0.6472377139389494	1.0827241286789944	6.101376794913963e-4	0.236	0.00797167751251483	Ca	low	mid	271	negative	mags
senter	1	0.3756134240130251	1.2566811496803378	9.462666452764728e-4	0.095	0.0046262277693629	Ca	low	mid	271	negative	mags
Total_Reads_QC_ATLAS	1	0.5530215658923083	1.8502314688291528	0.00312757309138668	0.002	0.00681126807943593	Ca	low	mid	271	negative	mags
Ca	1	0.2759538991947892	0.91874829797323	-2.944769158601132e-4	0.645	0.00331723187319057	Ca	low	high	276	negative	mags
kjonn	1	0.4391641905944397	1.4621331817262162	0.00167159667187564	0.025	0.00527917690184724	Ca	low	high	276	negative	mags
age_invitation	2	0.72962575435632	1.2145913174778598	0.00155259524651015	0.071	0.00877080488775062	Ca	low	high	276	negative	mags
senter	1	0.4731840035439774	1.5753971918958742	0.00208043520044788	0.006	0.00568812784678942	Ca	low	high	276	negative	mags
Total_Reads_QC_ATLAS	1	0.40574661793196753	1.3508742428395764	0.00126966937883196	0.034	0.00487746546568317	Ca	low	high	276	negative	mags
Ca	1	0.33914451703576276	1.1859828840840594	5.163523649500622e-4	0.134	0.00329264700072674	Ca	low	mid	360	positive	mags
kjonn	1	0.30271609325721727	1.0585932760398875	1.6273261389700288e-4	0.318	0.00293897493978942	Ca	low	mid	360	positive	mags
age_invitation	2	0.7813933405837616	1.3662599292028137	0.0020306454729758	0.015	0.00758630114898678	Ca	low	mid	360	positive	mags
senter	1	0.31952461416409506	1.117372401459816	3.259281846835456e-4	0.228	0.00310216356048249	Ca	low	mid	360	positive	mags
Total_Reads_QC_ATLAS	1	0.30009688504719634	1.0494339473440042	1.3729766716209774e-4	0.35	0.00291354587452726	Ca	low	mid	360	positive	mags
Ca	1	0.3218475707551818	1.1248623688370036	3.5359268673239286e-4	0.198	0.00318035136682371	Ca	low	high	353	positive	mags
kjonn	1	0.41986052940281127	1.4674192151801435	0.00132238274242637	0.019	0.00414887086277645	Ca	low	high	353	positive	mags
age_invitation	2	0.7456543777987008	1.303036943507557	0.00171398041994258	0.016	0.0073682175510781	Ca	low	high	353	positive	mags
senter	1	0.3858378162175739	1.3485092925170354	9.86304691690448e-4	0.037	0.00381267387944105	Ca	low	high	353	positive	mags
Total_Reads_QC_ATLAS	1	0.30831189923075897	1.077554981992243	2.196542399762525e-4	0.301	0.00304659801478638	Ca	low	high	353	positive	mags
Alko	1	0.5890966137466194	1.9962762836300525	0.0015788940776288	0.001	0.00315411906635803	Alko	low	mid	630	all	mags
kjonn	1	0.567731253053978	1.9238753194305425	0.00146432137944184	0.002	0.00303972545086653	Alko	low	mid	630	all	mags
age_invitation	2	0.8045640776056189	1.3632162783706063	0.00115173951691942	0.007	0.00430776690625173	Alko	low	mid	630	all	mags
senter	1	0.49232944284833025	1.6683606178623347	0.00105976557505999	0.006	0.00263601189750729	Alko	low	mid	630	all	mags
Total_Reads_QC_ATLAS	1	0.4215459834037176	1.428496157491583	6.796903377675647e-4	0.033	0.00225702574513897	Alko	low	mid	630	all	mags
